,Title,Price,Currency,Rating,Number of reviews,Original Price,Main Genre
7472,"Heartless Witch and the Witch Hunter: A Forbidden Love in a World of Magic and Betrayal: A Dark Fantasy Romance of Love, Danger, and the Ultimate Sacrifice",0.0,$,,,0.0,Science Fiction & Fantasy
7473,Star Empires,0.0,$,4.5,500.0,0.0,Science Fiction & Fantasy
7474,Legend of the Arch Magus: Twin Portals,0.0,$,4.6,2985.0,0.0,Science Fiction & Fantasy
7475,The House That Fought (Uncertain Sanctuary Book 3),0.0,$,4.5,2301.0,29.9,Science Fiction & Fantasy
7476,Sorcery & Science,0.0,$,4.4,157.0,0.0,Science Fiction & Fantasy
7477,"Death Becomes Her: The Kurtherian Gambit, Book 1",0.0,$,4.5,8499.0,19.95,Science Fiction & Fantasy
7478,The Lost Redeemer: A Fantasy Fiction Series (Aeonica Book 1),0.0,$,4.5,712.0,0.0,Science Fiction & Fantasy
7479,Exploration of Alien : Soil Sci-fi Survival LitRPG,0.0,$,3.6,3.0,0.0,Science Fiction & Fantasy
7480,Stellar Instinct (Agent Renault Adventures Book 1),0.0,$,4.1,52.0,0.0,Science Fiction & Fantasy
7481,THE MAYHEM VIRUS,8.99,$,3.7,9.0,8.99,Science Fiction & Fantasy
7482,Decision at Darzanhillon,0.0,$,4.0,9.0,0.0,Science Fiction & Fantasy
7483,Sonnets of a Cybernetic Mind - Erebus Ascendant,11.99,$,,,11.99,Science Fiction & Fantasy
7484,"Death Becomes Her: The Kurtherian Gambit, Book 1",0.0,$,4.5,8499.0,19.95,Science Fiction & Fantasy
7485,The Lost Redeemer: A Fantasy Fiction Series (Aeonica Book 1),0.0,$,4.5,712.0,0.0,Science Fiction & Fantasy
7486,Exploration of Alien : Soil Sci-fi Survival LitRPG,0.0,$,3.6,3.0,0.0,Science Fiction & Fantasy
7487,Imajica,0.0,$,4.6,1581.0,29.95,Science Fiction & Fantasy
7488,Sovereign In Exile 3: A Science Fiction Space Adventure (The Dynasty Destiny),0.0,$,4.6,46.0,0.0,Science Fiction & Fantasy
7489,Starlight Salvage (Annis Del Pounce Series Book 2),0.0,$,4.6,1439.0,0.0,Science Fiction & Fantasy
7490,Blackout Nation: Episode 3 - The Hospital - An Emp Survival Thriller (Blackout Nation- Season One),0.0,$,4.5,4.0,0.0,Science Fiction & Fantasy
7491,Conquest of the New World,0.0,$,4.2,3.0,0.0,Science Fiction & Fantasy
7492,Chronicles of the Witchborn Complete Series Boxed Set,0.0,$,4.7,286.0,0.0,Science Fiction & Fantasy
7493,The Wylds Online: A LitRPG Adventure (Runescribe: Book Two),0.0,$,4.8,53.0,0.0,Science Fiction & Fantasy
7494,Dragon Defenders of Destia: Six Book World Boxset,0.0,$,4.7,146.0,0.0,Science Fiction & Fantasy
7495,Wed to the Orc,0.0,$,4.4,2147.0,7.69,Science Fiction & Fantasy
7496,"Sixth Realm, Part 2: A LitRPG Fantasy Series (The Ten Realms, Book 7)",0.0,$,4.7,6084.0,24.95,Science Fiction & Fantasy
7497,Apocalypse Player One: A LitRPG Apocalypse System,0.0,$,3.0,2.0,0.0,Science Fiction & Fantasy
7498,The Exodus Gambit (House Adamant Book 1),0.0,$,4.4,1835.0,24.95,Science Fiction & Fantasy
7499,How To Woo A Warrior Orc: A Cozy Monster Fantasy Romance (Wild Oak Woods: Cozy Monster Fantasy Romance Book 2),0.0,$,4.3,584.0,0.0,Science Fiction & Fantasy
7500,Home: Interstellar: (Hope's War),0.0,$,4.3,620.0,0.0,Science Fiction & Fantasy
7501,Second Life of Mr. Hunt: Book 1: Resurrection (A Sci-Fi Fantasy Series),0.0,$,4.4,260.0,0.0,Science Fiction & Fantasy
7502,Sonnets of a Cybernetic Mind - Erebus Ascendant,0.0,$,,,0.0,Science Fiction & Fantasy
7503,A Sky With No Light,0.0,$,,,0.0,Science Fiction & Fantasy
7504,The Exodus Gambit (House Adamant Book 1),0.0,$,4.4,1835.0,24.95,Science Fiction & Fantasy
7505,How To Woo A Warrior Orc: A Cozy Monster Fantasy Romance (Wild Oak Woods: Cozy Monster Fantasy Romance Book 2),0.0,$,4.3,584.0,0.0,Science Fiction & Fantasy
7506,"The First Wizard: Dawn of Wizards, Book 1",0.0,$,4.4,2765.0,24.95,Science Fiction & Fantasy
7507,Station Eleven: A Novel (National Book Award Finalist),10.54,$,4.3,67239.0,18.0,Science Fiction & Fantasy
7508,"BloodLust: Rise of the Iliri, Book 1",0.0,$,4.6,2627.0,24.95,Science Fiction & Fantasy
7509,USS Freedom: Hydromass (USS Hamilton Book 12),0.0,$,4.6,613.0,19.95,Science Fiction & Fantasy
7510,The Wylds Online: A LitRPG Adventure (Runescribe: Book One),0.0,$,4.5,106.0,0.0,Science Fiction & Fantasy
7511,Soul Eater,0.0,$,4.6,3.0,0.0,Science Fiction & Fantasy
7512,The Ruins: A Dystopian Society In A Post-Apocalyptic World (The Complete 4-Book Series),0.0,$,4.6,2920.0,29.95,Science Fiction & Fantasy
7513,Supernatural: John Winchester Hardcover Ruled Journal (Science Fiction Fantasy),18.95,$,4.4,1931.0,18.95,Science Fiction & Fantasy
7514,"Dungeon Cataclysm: The Fallen World, Book 5",0.0,$,4.7,458.0,33.9,Science Fiction & Fantasy
7515,Cosmic Catalyst (Shamans & Shifters Space Opera Book 2),0.0,$,4.5,1651.0,0.0,Science Fiction & Fantasy
7516,The War Game: Homecoming (The War Game: A LitRPG Space Adventure Book 4),0.0,$,4.7,534.0,0.0,Science Fiction & Fantasy
7517,"Instinctual: of the Iliri, Book 2",0.0,$,4.7,1738.0,24.95,Science Fiction & Fantasy
7518,The Last Steward (Galaxy In Flames Book 1),0.0,$,4.4,1593.0,33.9,Science Fiction & Fantasy
7519,Plundered: A Sc-Fi Alien Warrior Romance (Raider Warlords of the Vandar Book 2),0.0,$,4.5,3674.0,19.95,Science Fiction & Fantasy
7520,Blade of Souls: Alteer Legends Book 1,14.99,$,4.6,67.0,14.99,Science Fiction & Fantasy
7521,Katie Kincaid Lieutenant Commander,0.0,$,4.4,900.0,0.0,Science Fiction & Fantasy
7522,"Steele High: Generation Ship Destiny, Book One",11.99,$,4.3,42.0,11.99,Science Fiction & Fantasy
7523,Neuromancer (Penguin Galaxy),22.09,$,4.3,17184.0,28.0,Science Fiction & Fantasy
7524,Plundered: A Sc-Fi Alien Warrior Romance (Raider Warlords of the Vandar Book 2),0.0,$,4.5,3674.0,19.95,Science Fiction & Fantasy
7525,Morning Star: Book III of the Red Rising Trilogy,0.0,$,4.7,47159.0,25.79,Science Fiction & Fantasy
7526,Mana Merchant 3: A Slice of Life Fantasy Adventure,0.0,$,4.8,14.0,0.0,Science Fiction & Fantasy
7527,Carpathians,0.0,$,4.4,4290.0,49.9,Science Fiction & Fantasy
7528,"Defiance of the Fall, Book 10",0.0,$,4.7,6061.0,29.95,Science Fiction & Fantasy
7529,Sinister Magic: An Urban Fantasy Dragon Series (Death Before Dragons Book 1),0.0,$,4.5,9315.0,19.95,Science Fiction & Fantasy
7530,Goth Drow Unleashed Complete Series Boxed Set,0.0,$,5.0,5.0,0.0,Science Fiction & Fantasy
7531,The Beauty and His Beast,0.0,$,4.7,4.0,0.0,Science Fiction & Fantasy
7532,The Ever King: A Dark Fantasy Romance (The Ever Seas),17.99,$,4.5,27222.0,19.99,Science Fiction & Fantasy
7533,"Good Night, Mr. James: And Other Stories (The Complete Short Fiction of Clifford D. Simak Book 8)",7.99,$,4.7,108.0,9.99,Science Fiction & Fantasy
7534,"Inflame: The Completionist Chronicles, Book 6",0.0,$,4.7,6493.0,24.95,Science Fiction & Fantasy
7535,Conquest of the New World,0.0,$,4.2,3.0,0.0,Science Fiction & Fantasy
7536,Rhythm of War: Book Four of the Stormlight Archive,0.0,$,4.8,48918.0,41.24,Science Fiction & Fantasy
7537,Alice's Adventures in Wonderland,0.0,$,4.4,22496.0,2.79,Science Fiction & Fantasy
7538,Rise of the Infernal Paladin: World Eater (Rise of The Infernal Paladin - A LitRPG Apocalypse Adventure Book 2),0.0,$,4.5,15.0,0.0,Science Fiction & Fantasy
7539,The Nightmare Before Lloyd: A SciFi Urban Fantasy Mystery (Noctis Investigations Book 4),0.0,$,4.6,43.0,0.0,Science Fiction & Fantasy
7540,Banned (Book 1): A LitRPG Adventure Series,0.0,$,4.6,88.0,0.0,Science Fiction & Fantasy
7541,SoulSeeker: Arms of Chaos,0.0,$,4.0,1.0,0.0,Science Fiction & Fantasy
7542,Ancient Civilizations: Historical Science Fantasy (Lamentations and Magic Book 1),0.0,$,4.2,209.0,0.0,Science Fiction & Fantasy
7543,"Martian Linguistics (Images of Elsewhere, 3)",30.95,$,,,30.95,Science Fiction & Fantasy
7544,The shadow of time,19.95,$,5.0,3.0,19.95,Science Fiction & Fantasy
7545,The Nightmare Before Lloyd: A SciFi Urban Fantasy Mystery (Noctis Investigations Book 4),0.0,$,4.6,43.0,0.0,Science Fiction & Fantasy
7546,Banned (Book 1): A LitRPG Adventure Series,0.0,$,4.6,88.0,0.0,Science Fiction & Fantasy
7547,Ashsworn (The Witch Queen Saga Book 4),0.0,$,4.6,81.0,0.0,Science Fiction & Fantasy
7548,Trailer Park Elves: A Humorous LitRPG Slice-of-Life Adventure,0.0,$,4.6,856.0,48.99,Science Fiction & Fantasy
7549,Callsign: Talon (Fueled By Fury Book 1),0.0,$,4.3,99.0,0.0,Science Fiction & Fantasy
7550,The Secret Multiverse Academy (Magic Mystery and the Multiverse Book 2),0.0,$,4.3,98.0,0.0,Science Fiction & Fantasy
7551,"Indaria: System Universe, Book 6",0.0,$,4.6,4638.0,24.95,Science Fiction & Fantasy
7552,Legend of the Arch Magus: Havoc,0.0,$,4.6,6059.0,0.0,Science Fiction & Fantasy
7553,"Alien Marshal's Misunderstood Love Blossoms: Hilarious Interstellar Romance, Botanist Meets Extraterrestrial Through Online Dating!",0.0,$,4.3,287.0,0.0,Science Fiction & Fantasy
7554,Obelisk - System Integration - Book 5: A LitRPG Adventure,0.0,$,4.7,365.0,0.0,Science Fiction & Fantasy
7555,Too Old To Die: The Complete Series,0.0,$,4.2,137.0,0.0,Science Fiction & Fantasy
7556,"Queen of Roses: Blood of a Fae, Book 1",0.0,$,4.1,7879.0,33.9,Science Fiction & Fantasy
7557,Zoya,0.0,$,4.0,48.0,19.99,Science Fiction & Fantasy
7558,Forced Evolution: A LitRPG/Gamelit Adventure,0.0,$,4.2,146.0,0.0,Science Fiction & Fantasy
7559,Light in the Shadows: Book 1: Shadows and Light (1 of 4),17.99,$,4.6,117.0,24.95,Science Fiction & Fantasy
7560,There Will Be Time,0.0,$,4.0,328.0,0.0,Science Fiction & Fantasy
7561,Eliza and the Alchemist,16.95,$,4.7,49.0,16.95,Science Fiction & Fantasy
7562,Fingerprints (The End Times Odyssey),16.5,$,4.7,277.0,16.5,Science Fiction & Fantasy
7563,Timothy Tibb and the Journey for Judy's Justice: An Epic Fantasy Thriller,0.0,$,2.6,6.0,0.0,Science Fiction & Fantasy
7564,Katie Kincaid Ensign,0.0,$,4.4,1654.0,0.0,Science Fiction & Fantasy
7565,Light in the Shadows: Book 1: Shadows and Light (1 of 4),17.99,$,4.6,117.0,24.95,Science Fiction & Fantasy
7566,There Will Be Time,0.0,$,4.0,328.0,0.0,Science Fiction & Fantasy
7567,Majipoor Chronicles (The Majipoor Cycle),0.0,$,4.5,317.0,17.9,Science Fiction & Fantasy
7568,The Ceph Sector (Shamans & Shifters Space Opera Book 5),0.0,$,4.6,1648.0,0.0,Science Fiction & Fantasy
7569,Nova Terra: Greymane: A LitRPG/GameLit Adventure (The Titan Series Book 2),0.0,$,4.7,6028.0,0.0,Science Fiction & Fantasy
7570,Life After War Books 1-3 (Life After War Box Sets Book 1),0.0,$,4.2,2503.0,0.0,Science Fiction & Fantasy
7571,101 Science Fiction Short Stories,1.99,$,4.3,484.0,1.99,Science Fiction & Fantasy
7572,Jake's Magical Market 3: Home Sweet Home,0.0,$,4.7,2463.0,54.99,Science Fiction & Fantasy
7573,The Third Science Fiction MEGAPACK®: 26 Modern and Classic Science Fiction Tales,0.99,$,4.3,1058.0,0.99,Science Fiction & Fantasy
7574,Wind and Truth: Book Five of the Stormlight Archive,0.0,$,4.7,17493.0,37.49,Science Fiction & Fantasy
7575,Dark Nights (Dark Series + Bonus Novella),8.99,$,4.7,1433.0,26.09,Science Fiction & Fantasy
7576,The War Game: Missile Diplomacy,0.0,$,4.7,695.0,33.9,Science Fiction & Fantasy
7577,"Outlier Mage 2: Darvist: Outlier Mage, Book 2",0.0,$,4.5,680.0,33.9,Science Fiction & Fantasy
7578,Lost in Time,0.0,$,4.4,23982.0,18.99,Science Fiction & Fantasy
7579,"The City That Would Eat the World: More Gods Than Stars, Book 1",0.0,$,4.8,232.0,59.99,Science Fiction & Fantasy
7580,"Inseparable: Rise of the Iliri, Book 4",0.0,$,4.8,1488.0,24.95,Science Fiction & Fantasy
7581,Katie Kincaid Lieutenant,0.0,$,4.4,1423.0,0.0,Science Fiction & Fantasy
7582,Katie Kincaid Candidate: Katie Kincaid One,0.0,$,4.2,1678.0,0.0,Science Fiction & Fantasy
7583,Concerto for Folded Space,19.95,$,,,19.95,Science Fiction & Fantasy
7584,"Unforgiving world, A new beginning",11.45,$,,,11.45,Science Fiction & Fantasy
7585,"Inseparable: Rise of the Iliri, Book 4",0.0,$,4.8,1488.0,24.95,Science Fiction & Fantasy
7586,First Contact,0.0,$,4.3,143.0,24.95,Science Fiction & Fantasy
7587,Echoes of the Anvil (Valerie Stonehold Book 5),0.0,$,4.8,914.0,0.0,Science Fiction & Fantasy
7588,"The Initialization: The Rise of the Winter Wolf, Book 1",0.0,$,4.5,4290.0,24.95,Science Fiction & Fantasy
7589,Prophecy Trilogy: New Moon (Prophecy Series Book 1),1.99,$,4.1,19.0,19.95,Science Fiction & Fantasy
7590,Pulsar's Peril (Star Farmer Book 4),0.0,$,4.5,644.0,0.0,Science Fiction & Fantasy
7591,"Psyker Marine: A Science Fiction LitRPG (Galactic Invasion, Book 1)",0.0,$,4.2,558.0,33.9,Science Fiction & Fantasy
7592,The Fae Wars: Insurgent,0.0,$,4.6,172.0,0.0,Science Fiction & Fantasy
7593,Lost In Fiction 3: Surviving As An Extra In A World Of Tech And Magic (Lost In Fiction series),0.0,$,4.6,151.0,0.0,Science Fiction & Fantasy
7594,Guardian of Little Avalon (Valerie Stonehold Book 7),0.0,$,4.8,809.0,0.0,Science Fiction & Fantasy
7595,Atlas: Fort Bone,0.0,$,4.2,45.0,0.0,Science Fiction & Fantasy
7596,A Dim World: The Great Forget Fantasy Series Volume Three,0.0,$,4.5,427.0,0.0,Science Fiction & Fantasy
7597,Rift Warden Academy: A Post-Apocalyptic Fantasy LitRPG,0.0,$,4.8,533.0,29.99,Science Fiction & Fantasy
7598,Artifact: Starship Jericho Book 1,0.0,$,4.4,1797.0,0.0,Science Fiction & Fantasy
7599,The Kingdom of Ruin (Heir Academy Book 1),0.0,$,4.6,3079.0,33.9,Science Fiction & Fantasy
7600,"Damn You, Entropy!: 1,001 of the Greatest Science Fiction Quotes",21.53,$,4.2,7.0,24.95,Science Fiction & Fantasy
7601,The BOMB Squad: Band of Monster Busters,0.0,$,4.2,28.0,0.0,Science Fiction & Fantasy
7602,AIRINA: THE COMPLETE STORY (The Airina Series),0.0,$,,,0.0,Science Fiction & Fantasy
7603,Soul Fraud (The Debt Collection Book 1),0.0,$,4.6,875.0,0.0,Science Fiction & Fantasy
7604,Escape from Tridon: Destination Earth,2.99,$,5.0,1.0,16.49,Science Fiction & Fantasy
7605,Magical Musing (Stonewick Magical Midlife Witch Academy Book 2),0.0,$,5.0,1.0,0.0,Science Fiction & Fantasy
7606,For the Love of Death : Mystery New / Young Adult Fantasy and Science Fiction Suspense Paranormal Futuristic Sci fi Romance Books - 7 (The Death Series),0.0,$,4.4,175.0,0.0,Science Fiction & Fantasy
7607,Frozen Farmhouse: An EMP Post Apocalypse Prepper Thriller Boxset,0.0,$,4.3,155.0,29.95,Science Fiction & Fantasy
7608,Down Highways in the Dark...By Demons Driven,0.0,$,5.0,2.0,0.0,Science Fiction & Fantasy
7609,A.L.I.V.E.: A Riveting Science Fiction Thriller Where an Alien Experiment Turns Deadly (The A.L.I.V.E. Series Book 1),0.0,$,4.5,1205.0,17.49,Science Fiction & Fantasy
7610,Particle Two (Star Farmer Book 2),0.0,$,4.6,822.0,0.0,Science Fiction & Fantasy
7611,The Universal Shapeshifter boxset: The Complete Series (Books 1-3),0.0,$,4.3,51.0,0.0,Science Fiction & Fantasy
7612,ShipCore: A LitRPG Adventure,0.0,$,4.6,761.0,24.95,Science Fiction & Fantasy
7613,The Demonic Champion: Book 1: A Progression Portal Fantasy Series,0.0,$,4.3,107.0,0.0,Science Fiction & Fantasy
7614,"The Eye of the Bedlam Bride: Dungeon Crawler Carl, Book 6",0.0,$,4.8,12535.0,39.95,Science Fiction & Fantasy
7615,Wyrd Of The Wyrm: Book 6 (Stranded),0.0,$,4.4,203.0,0.0,Science Fiction & Fantasy
7616,Outlier Mage 3: PSI (Outlier Mage:),0.0,$,4.5,472.0,0.0,Science Fiction & Fantasy
7617,Agent of Byzantium,0.0,$,4.3,529.0,0.0,Science Fiction & Fantasy
7618,Vessel of Woven Night (Rowan Blood Book 4),0.0,$,5.0,7.0,0.0,Science Fiction & Fantasy
7619,The Path of Ascension 2,0.0,$,4.7,5527.0,24.95,Science Fiction & Fantasy
7620,Bone Dance: A Fantasy for Technophiles,8.99,$,4.5,114.0,11.99,Science Fiction & Fantasy
7621,Flesh and Magic: A LitRPG Adventure (Cultist of Cerebon Book 1),3.99,$,,,3.99,Science Fiction & Fantasy
7622,A Bridge Over Lights,0.0,$,3.4,58.0,0.0,Science Fiction & Fantasy
7623,Space Dork (SPACE DORK SAGA),0.0,$,4.7,8.0,0.0,Science Fiction & Fantasy
7624,"The Crowns of Croswald: A Magical Fantasy Adventure for Tweens and Teens Ages 9-13, Grades 4-7 (Croswald Series Book 1) (Croswald, 1)",11.69,$,4.5,455.0,12.99,Science Fiction & Fantasy
7625,The Path of Ascension 2,0.0,$,4.7,5527.0,24.95,Science Fiction & Fantasy
7626,Bone Dance: A Fantasy for Technophiles,8.99,$,4.5,114.0,11.99,Science Fiction & Fantasy
7627,USS Lincoln: Mercy Kill (USS Hamilton Book 7),0.0,$,4.6,1700.0,19.95,Science Fiction & Fantasy
7628,Adamo (League of Aligned Worlds Book 6),0.0,$,4.7,30.0,0.0,Science Fiction & Fantasy
7629,Anticipation Day,0.99,$,4.2,8.0,0.99,Science Fiction & Fantasy
7630,"Path of the Berserker: A Daopocalypse Progression Fantasy: Path of the Berserker, Book 1",0.0,$,4.7,3217.0,38.0,Science Fiction & Fantasy
7631,Establishment: Book 5 (Stranded),0.0,$,4.2,200.0,0.0,Science Fiction & Fantasy
7632,"The Cerulean Sister: The Viridian Priestess, Book 2",0.0,$,4.4,256.0,33.9,Science Fiction & Fantasy
7633,El Eco del Vacío (Spanish Edition),0.0,$,,,0.0,Science Fiction & Fantasy
7634,"Deadworld Isekai 2: A Sci-Fi LitRPG Adventure: Deadworld Isekai, Book 2",0.0,$,4.7,541.0,33.9,Science Fiction & Fantasy
7635,La fine del mondo e il paese delle meraviglie (Super ET) (Italian Edition),9.99,$,4.3,998.0,9.99,Science Fiction & Fantasy
7636,Dark Stranger The Dream (The Children Of The Gods Paranormal Romance Book 1),0.0,$,4.2,22005.0,19.95,Science Fiction & Fantasy
7637,Blue Moon Investigations: Appalachia: Books 1 - 5 (Blue Moon Appalachia),0.0,$,,,0.0,Science Fiction & Fantasy
7638,Bite Me: A Love Story,0.0,$,4.5,1215.0,19.79,Science Fiction & Fantasy
7639,Forged by Fire (The Buzzer War Book 2),0.0,$,4.6,584.0,0.0,Science Fiction & Fantasy
7640,"Apocalypse: Regression 4: Apocalypse: Regression, Book 4",0.0,$,4.7,1130.0,19.95,Science Fiction & Fantasy
7641,Finding Idyllium: Earth's Stolen Future,2.99,$,4.6,36.0,3.99,Science Fiction & Fantasy
7642,Kaleidoscopic Shades: Within Black Eternity,18.31,$,4.2,55.0,18.31,Science Fiction & Fantasy
7643,The Resurrectionist: A Twisty Gothic Mystery of Dark Scottish History,23.98,$,4.1,371.0,28.0,Science Fiction & Fantasy
7644,The Duality of Gotham: A Genetic Engineering Experiment,3.99,$,4.6,60.0,3.99,Science Fiction & Fantasy
7645,Forged by Fire (The Buzzer War Book 2),0.0,$,4.6,584.0,0.0,Science Fiction & Fantasy
7646,"Apocalypse: Regression 4: Apocalypse: Regression, Book 4",0.0,$,4.7,1130.0,19.95,Science Fiction & Fantasy
7647,"Fire's Hand, Fate's Heart (Five Fates Book 1)",0.0,$,4.8,28.0,0.0,Science Fiction & Fantasy
7648,Their Broken Vessel: A Dark Sci-Fi Romance (Terramara Book 2),0.0,$,4.4,527.0,0.0,Science Fiction & Fantasy
7649,Departures: A Young Adult Dystopian Adventure,0.0,$,4.2,244.0,17.49,Science Fiction & Fantasy
7650,Claimed by the Horde King (Horde Kings of Dakkar Book 2),0.0,$,4.5,8653.0,24.95,Science Fiction & Fantasy
7651,"Rexus: Side Quest: The Completionist Chronicles, Book 3",0.0,$,4.5,5697.0,19.95,Science Fiction & Fantasy
7652,Backlash: Prequel to The Wildblood,0.99,$,4.1,64.0,0.99,Science Fiction & Fantasy
7653,"The River Saga: The Complete Series: The River Saga, Books 1-4",0.0,$,4.5,583.0,59.99,Science Fiction & Fantasy
7654,Down the Rabbit Hole | Episode 02,0.0,$,4.6,175.0,0.0,Science Fiction & Fantasy
7655,Lumos Sentient: Troll in His Cave: Book I (The Lumos Sentient Trilogy 1),0.0,$,5.0,1.0,0.0,Science Fiction & Fantasy
7656,A Knack for Metal and Bone: An Epic Fantasy Steampunk Adventure (The Knack Book 1),0.0,$,4.8,473.0,0.0,Science Fiction & Fantasy
7657,The Blood of the Lion: The Vorelian Saga,0.0,$,4.5,56.0,30.0,Science Fiction & Fantasy
7658,The Cloister Wizard (Strings of Empire Book 2),0.0,$,4.5,1056.0,0.0,Science Fiction & Fantasy
7659,Rancher Bear's Desire: Bear Shifter Romance (Rancher Bears Series Book 5),0.0,$,4.5,439.0,0.0,Science Fiction & Fantasy
7660,The Shadow's Grasp: Book One of The Dark Angel series,0.0,$,4.3,31.0,0.0,Science Fiction & Fantasy
7661,"The Forbidden: A Fantasy Fiction Series (The Ancestors Saga, Book 1)",0.0,$,4.4,7938.0,0.0,Science Fiction & Fantasy
7662,Fid's Crusade (The Chronicles of Fid),14.99,$,4.7,654.0,17.99,Science Fiction & Fantasy
7663,Regen: The Genetically Modified Series,0.0,$,4.7,42.0,0.0,Science Fiction & Fantasy
7664,Katie Kincaid Politician,0.0,$,4.1,186.0,0.0,Science Fiction & Fantasy
7665,The Shadow's Grasp: Book One of The Dark Angel series,0.0,$,4.3,31.0,0.0,Science Fiction & Fantasy
7666,Revealed: A Sci-Fi Alien Warrior Romance (Tribute Brides of the Drexian Warriors Book 11),0.0,$,4.5,724.0,0.0,Science Fiction & Fantasy
7667,From the Ashes: A Post-Apocalyptic LitRPG (Ashen Realm Book 3),0.0,$,4.5,808.0,24.95,Science Fiction & Fantasy
7668,Ancient Civilizations: Historical Science Fantasy (Lamentations and Magic Book 1),0.0,$,4.2,209.0,33.9,Science Fiction & Fantasy
7669,Admiral’s Dream: Laim-Saga 7 (Laim Series),0.0,$,4.7,99.0,0.0,Science Fiction & Fantasy
7670,Beyond Superpowered: Omnibus Books 1-3,0.0,$,4.4,209.0,54.59,Science Fiction & Fantasy
7671,The Hybrid: First book in the fantasy dystopian series (The Hybrid Series 1),0.0,$,4.4,329.0,0.0,Science Fiction & Fantasy
7672,"Heart of the Machine: A Humorous Isekai LitRPG: Terminate the Other World!, Book 4",0.0,$,4.7,273.0,49.99,Science Fiction & Fantasy
7673,High Artificer (Guardian of Aster Fall Book 9),0.0,$,4.8,1128.0,0.0,Science Fiction & Fantasy
7674,"Taken: Lost Town, Book 1",0.0,$,4.4,778.0,33.9,Science Fiction & Fantasy
7675,Dragonflight: Volume I in The Dragonriders of Pern,3.99,$,4.6,8540.0,10.0,Science Fiction & Fantasy
7676,Alien Prince: a Limited Edition Science Fiction Romance Collection (Alien Abductions and Seductions Book 1),0.99,$,,,0.99,Science Fiction & Fantasy
7677,Invaders 1: An Alien Invasion Thriller,0.0,$,4.4,472.0,19.95,Science Fiction & Fantasy
7678,Trial by Fire (The Dragon Guard Book 1),0.0,$,4.6,2745.0,19.95,Science Fiction & Fantasy
7679,Otherworld Academy Omnibus: Books 4-6,0.0,$,4.7,35.0,55.99,Science Fiction & Fantasy
7680,Eric Flint's 1632 & Beyond Issue #10,5.99,$,,,5.99,Science Fiction & Fantasy
7681,The Henry Gallant Saga Books 1-3,0.0,$,4.4,471.0,0.0,Science Fiction & Fantasy
7682,Alien Haunts (Pax Galactica Book 3),0.0,$,4.6,653.0,0.0,Science Fiction & Fantasy
7683,"Unforgiving world, A new beginning",19.96,$,,,19.96,Science Fiction & Fantasy
7684,The Boy and His Magic Telescope,0.0,$,,,0.0,Science Fiction & Fantasy
7685,Otherworld Academy Omnibus: Books 4-6,0.0,$,4.7,35.0,55.99,Science Fiction & Fantasy
7686,Eric Flint's 1632 & Beyond Issue #10,5.99,$,,,5.99,Science Fiction & Fantasy
7687,"Threat from the Deep: A Livestreamed Dungeon Crawl LitRPG (The Rise of the Winter Wolf, Book 3)",0.0,$,4.7,3951.0,24.95,Science Fiction & Fantasy
7688,The Defiant Agents (The Time Traders Series),5.99,$,4.5,477.0,6.99,Science Fiction & Fantasy
7689,The Last Cosmonaut: Into the Abyss: Science Fiction Thriller,0.0,$,4.2,20.0,0.0,Science Fiction & Fantasy
7690,The Spirits Three: A Cozy Urban Fantasy Novella (Spirits' War Trilogy),0.0,$,4.3,3.0,0.0,Science Fiction & Fantasy
7691,"Sixth Realm Part 1: A LitRPG Fantasy Series (The Ten Realms, Book 6)",0.0,$,4.6,6072.0,24.95,Science Fiction & Fantasy
7692,H.I.V.E. (The Raven Chronicles Book 1),0.0,$,4.4,77.0,0.0,Science Fiction & Fantasy
7693,"Dragon Detective (Monsters, PI Book 3)",0.0,$,4.5,357.0,0.0,Science Fiction & Fantasy
7694,The Breakthrough Effect,0.0,$,4.3,4140.0,33.9,Science Fiction & Fantasy
7695,Moonlight Relic (Guardian of Aster Fall Book 3),0.0,$,4.7,3269.0,24.95,Science Fiction & Fantasy
7696,Empire of Storms,0.0,$,4.8,97733.0,39.95,Science Fiction & Fantasy
7697,"No Stress Space Express: A Cozy, Low-Stakes, Slice-of-Life Adventure",0.0,$,4.8,6.0,0.0,Science Fiction & Fantasy
7698,Darwin's Watch: The Science of Discworld III: A Novel (Science of Discworld Series Book 3),4.99,$,4.5,817.0,19.0,Science Fiction & Fantasy
7699,The Wizard: An Epic Fantasy Royalty Adventure (Erlingue Book 3),2.99,$,5.0,3.0,14.99,Science Fiction & Fantasy
7700,Signal Moon: A Short Story,0.0,$,4.5,15955.0,1.99,Science Fiction & Fantasy
7701,Warship Ares: Captain's Fate Book 1,8.99,$,4.2,39.0,8.99,Science Fiction & Fantasy
7702,Divine Light (People of Earth),12.99,$,3.7,3.0,12.99,Science Fiction & Fantasy
7703,Flirting with Monsters: The Complete Series,0.0,$,4.5,2631.0,0.0,Science Fiction & Fantasy
7704,EMBARK: (Book 1),0.0,$,4.3,373.0,0.0,Science Fiction & Fantasy
7705,Sacrifice of the Seven Sins (The Seven Sins Series Book 2),0.0,$,4.4,25.0,0.99,Science Fiction & Fantasy
7706,"Hunting Extinction: Star Scrapper, Book 6",0.0,$,4.6,929.0,19.95,Science Fiction & Fantasy
7707,"The Fifth Season (The Broken Earth, 1)",11.79,$,4.5,38839.0,19.99,Science Fiction & Fantasy
